index,reviewer_name,review_id,profile_href,star,time,text
500,Diane Gosselin,ChZDSUhNMG9nS0VJQ0FnSURNbjhibWRREAE,https://www.google.com/maps/contrib/101090201155935270381/reviews?hl=en-US,5,       2 years ago      ,"        J'ai bien aimé chaque fois que j'y suis allée. Et les dirigeants sont de très bonnes personnes. (Translated by Google)
I liked it every time I went there. And the leaders are very good people.
     
"
501,Cassandre Sévigny-Lapointe,ChRDSUhNMG9nS0VJQ0FnSUNDOW9BUxAB,https://www.google.com/maps/contrib/118177050133318121533/reviews?hl=en-US,5,       2 years ago      ,"        Excellente bouffe et surtout excellent service à la clientèle! (Translated by Google)
Excellent food and above all excellent customer service!
     
"
502,Félix Lachance,ChdDSUhNMG9nS0VJQ0FnSURReHRTcXRBRRAB,https://www.google.com/maps/contrib/114450247271339420437/reviews?hl=en-US,5,       5 years ago      ,"        Ambiance super chaleureuse, bonne musique, service amical et excellente bouffe! (Translated by Google)
Super warm atmosphere, good music, friendly service and excellent food!
     
"
503,Patrick Delisle (Padel),ChdDSUhNMG9nS0VJQ0FnSURNajk3R2hRRRAB,https://www.google.com/maps/contrib/115915549424077374789/reviews?hl=en-US,5,       2 years ago      ,"        Excellent! Et l’énergie de Christina au service: merveilleux! Je reviendrai c’est clair!! (Translated by Google)
Excellent! And Christina's energy in service: wonderful! I will definitely be back!!
     
"
504,Pierre André Bedard,ChdDSUhNMG9nS0VJQ0FnSUNtdXRTUnR3RRAB,https://www.google.com/maps/contrib/104896716261660237982/reviews?hl=en-US,5,       11 months ago      ,"        Toujours un plaisir à découvrir le menu!!! (Translated by Google)
Always a pleasure to discover the menu !!!
     
"
505,Marc-Olivier Lacroix,ChdDSUhNMG9nS0VJQ0FnSUNXcS1YaDFnRRAB,https://www.google.com/maps/contrib/114224758486112551243/reviews?hl=en-US,5,       9 months ago      ,"        Comfort food asiatique pour un vendredi (Translated by Google)
Asian comfort food for a Friday
     
"
506,Martine Bruneau,ChZDSUhNMG9nS0VJQ0FnSURBejkyQlBREAE,https://www.google.com/maps/contrib/102478364259477040629/reviews?hl=en-US,5,       5 years ago      ,"        Plats savoureux et Ambiance chaleureuse... Je recommande fortement! (Translated by Google)
Tasty dishes and warm atmosphere ... I highly recommend!
     
"
507,Elodie Desmarais,ChZDSUhNMG9nS0VJQ0FnSUNNODZpMWZBEAE,https://www.google.com/maps/contrib/116296643778154183501/reviews?hl=en-US,4,       3 years ago      ,"        C’était super! Bonne ambiance, bonne bouffe! (Translated by Google)
It was great! Good atmosphere, good food!
     
"
508,Azalée .Thérien,ChZDSUhNMG9nS0VJQ0FnSUN3bTdQdURREAE,https://www.google.com/maps/contrib/105622559500749988123/reviews?hl=en-US,5,       4 years ago      ,"        Service incroyable et tellement rapide ! Meilleur Mee Kola que j'ai mangé ! (Translated by Google)
Amazing service and so fast! Best Mee Kola I've eaten!
     
"
509,Élise Anctil-Raymond,ChdDSUhNMG9nS0VJQ0FnSUNRMk9ubjlRRRAB,https://www.google.com/maps/contrib/113067171236455217984/reviews?hl=en-US,5,       4 years ago      ,"        Vous devez absolument gouter leur poutine au kimchi, quelle délicieuse découverte! (Translated by Google)
You absolutely must try their kimchi poutine, what a delicious discovery!
     
"
510,mathieu cauchon,ChdDSUhNMG9nS0VJQ0FnSURBcmMzLXh3RRAB,https://www.google.com/maps/contrib/111686356168409859697/reviews?hl=en-US,5,       4 years ago      ,"        Cette place! Excellent!!! Le best vet en ville et l'ambiance est parfaite. (Translated by Google)
This place! Excellent!!! The best vet in town and the atmosphere is perfect.
     
"
511,Anabel Vasquez,ChdDSUhNMG9nS0VJQ0FnSUNNbVpHQTdnRRAB,https://www.google.com/maps/contrib/117290099149343118894/reviews?hl=en-US,5,       3 years ago      ,"        Bonne ambiance ,  bonne musique ,absolument rien a dire de négatif sur cette place , service rapide et personnels souriants!!! (Translated by Google)
Good atmosphere, good music, absolutely nothing negative to say about this place, fast service and smiling staff!!!
     
"
512,Pier-Olivier Desmarais,ChdDSUhNMG9nS0VJQ0FnSUNvb3UyTWxRRRAB,https://www.google.com/maps/contrib/116412540919652042152/reviews?hl=en-US,5,       3 years ago      ,"        Super service et tres bon repas abordable ! (Translated by Google)
Great service and very good affordable meal!
     
"
513,Eric Rouleau,ChdDSUhNMG9nS0VJQ0FnSUQ2bXZucHV3RRAB,https://www.google.com/maps/contrib/112349810429718618055/reviews?hl=en-US,5,       a year ago      ,"        La Poutine KimCheese est fabuleuse! (Translated by Google)
The KimCheese Poutine is fabulous!
     
"
514,Jo De,ChZDSUhNMG9nS0VJQ0FnSUNJcXZtYkxnEAE,https://www.google.com/maps/contrib/107224550372435459228/reviews?hl=en-US,5,       4 years ago      ,"        Bouffe: wow
Service:wow
Propreté:wow
Ambiance:wowiwow
J'y retourne c'est sur et certain!! (Translated by Google)
Food: wow
Service: wow
Cleanliness: wow
Atmosphere: wowiwow
I'm going back for sure !!
     
"
515,William Laplante,ChZDSUhNMG9nS0VJQ0FnSURBdnIzeERBEAE,https://www.google.com/maps/contrib/100542736276908665160/reviews?hl=en-US,5,       4 years ago      ,"        Je n'ai jamais été aussi content de découvrir un restaurant, à essayer les yeux fermés! (Translated by Google)
I have never been so happy to discover a restaurant, to try with closed eyes!
     
"
516,Ian Riverin,ChdDSUhNMG9nS0VJQ0FnSURneG9HN2l3RRAB,https://www.google.com/maps/contrib/106264999962420258526/reviews?hl=en-US,4,       5 years ago      ,"        La soupe est bonne, mais seigneur que les horaires ne sont pas pratiques! (Translated by Google)
The soup is good, but lord the timings are not convenient!
     
"
517,Maximilien Lemieux,ChdDSUhNMG9nS0VJQ0FnSURVcUpHdmpBRRAB,https://www.google.com/maps/contrib/114621003549501962529/reviews?hl=en-US,3,       3 years ago      ,"        bien mais je voulais essayer les bami il en font juste le midi (Translated by Google)
alright but I wanted to try the bami it's just lunchtime
     
"
518,A. Santos,ChdDSUhNMG9nS0VJQ0FnSUNxMFpLMGhnRRAB,https://www.google.com/maps/contrib/103566271773224334188/reviews?hl=en-US,5,       a year ago      ,"        Service impeccable et amical
Nourriture # 1 (Translated by Google)
Impeccable and friendly service
Food #1
     
"
519,GeraldNat,ChZDSUhNMG9nS0VJQ0FnSUNvLVlIaEpnEAE,https://www.google.com/maps/contrib/113306923441214861349/reviews?hl=en-US,5,       4 years ago      ,"        Jeune staff très accueillant et chaleureux merci pour le repas (Translated by Google)
Very welcoming and warm young staff thank you for the meal
     
"
520,Lucile Jusserand-Mazaud,ChdDSUhNMG9nS0VJQ0FnSUNDaDRDcWxnRRAB,https://www.google.com/maps/contrib/105080959079756342684/reviews?hl=en-US,5,       2 years ago      ,"        Les Pho sont juste incroyables ! Le service également (Translated by Google)
The Pho are just amazing! The service too
     
"
521,Myan,ChRDSUhNMG9nS0VJQ0FnSURDaU14ORAB,https://www.google.com/maps/contrib/106905389046077899642/reviews?hl=en-US,5,       2 years ago      ,"        Wow la poutine dac biet !!
Excellent service de A a Z. (Translated by Google)
Wow the poutine dac biet !!
Excellent service from A to Z.
     
"
522,Philippe Lemire,ChZDSUhNMG9nS0VJQ0FnSUNJZzlmNkNnEAE,https://www.google.com/maps/contrib/115989870725983695499/reviews?hl=en-US,5,       4 years ago      ,"        Belle ambiance,  accueil chaleureux,  bonne bouffe, bons prix ;) (Translated by Google)
Nice atmosphere, warm welcome, great food, good prices;)
     
"
523,Denis Teasdale,ChdDSUhNMG9nS0VJQ0FnSUN3a05laDBBRRAB,https://www.google.com/maps/contrib/102614530981435303445/reviews?hl=en-US,5,       4 years ago      ,"        Nourriture succulente et un équipe super  sympatique. On y retourne. (Translated by Google)
Great food and a super friendly team. We go back.
     
"
524,Niti Marcelle Mueth,ChZDSUhNMG9nS0VJQ0FnSUNvcE5iM2JREAE,https://www.google.com/maps/contrib/116301557586085125262/reviews?hl=en-US,5,       3 years ago      ,"        Expérience incroyable. Personnel professionnel et attentionné. Nourriture impeccable. (Translated by Google)
Incredible experience. Professional and caring staff. Impeccable food.
     
"
525,Loïc Yavercovski,ChZDSUhNMG9nS0VJQ0FnSUNZMmRlTWV3EAE,https://www.google.com/maps/contrib/103364872494585819147/reviews?hl=en-US,5,       3 years ago      ,"        C'est peut être bien la plus belle perle de Montréal ! (Translated by Google)
It may be the most beautiful pearl of Montreal!
     
"
526,Tinta Barthélémy,ChZDSUhNMG9nS0VJQ0FnSUNXdExqUmZREAE,https://www.google.com/maps/contrib/113047017270618050439/reviews?hl=en-US,5,       10 months ago      ,"        Ma poutine préférée 😍😍 (Translated by Google)
My favorite poutine 😍😍
     
"
527,Nesma Matar,ChZDSUhNMG9nS0VJQ0FnSURZZ2RDZFV3EAE,https://www.google.com/maps/contrib/112244011975678021981/reviews?hl=en-US,5,       3 years ago      ,"        L'ambiance, la bouffe et l'endroit est vraiment nice (Translated by Google)
The atmosphere, the food and the place is really nice
     
"
528,Jean-Francois Gregoire,ChZDSUhNMG9nS0VJQ0FnSUQwcS12NlVBEAE,https://www.google.com/maps/contrib/115162948040148099348/reviews?hl=en-US,5,       3 years ago      ,"        À découvrir! Cuisine et ambiance exceptionnelle (Translated by Google)
To discover! Cuisine and exceptional atmosphere
     
"
529,Francois Grondin,ChdDSUhNMG9nS0VJQ0FnSUMycE9xaHdBRRAB,https://www.google.com/maps/contrib/100342844039658850768/reviews?hl=en-US,5,       8 months ago      ,"        Bonne bouffe et bon service. (Translated by Google)
Good food and good service.
     
"
530,Lucie Chrétien,ChdDSUhNMG9nS0VJQ0FnSUN3aDZTQmhRRRAB,https://www.google.com/maps/contrib/102455016602589094334/reviews?hl=en-US,5,       4 years ago      ,"        Super bonne cuisine! Service impeccable. (Translated by Google)
Very good cooking! Impeccable service.
     
"
531,Tristan,ChdDSUhNMG9nS0VJQ0FnSUNjdHZHMjFnRRAB,https://www.google.com/maps/contrib/108603436228313377861/reviews?hl=en-US,4,       2 years ago      ,"  
"
532,Parissier Marion,ChdDSUhNMG9nS0VJQ0FnSURVLU1PSDJ3RRAB,https://www.google.com/maps/contrib/106322938859163774608/reviews?hl=en-US,5,       3 years ago      ,"        Excellente Poutine 🎉 quoi que très épicée 😅 (Translated by Google)
Excellent Poutine 🎉 very spicy 😅
     
"
533,Larissa,ChZDSUhNMG9nS0VJQ0FnSUNzOHJYTVd3EAE,https://www.google.com/maps/contrib/114119507922952552166/reviews?hl=en-US,5,       2 years ago      ,"        Délicieux! Ambiance parfaite et décor exotique 👌🏻 (Translated by Google)
Delicious! Perfect atmosphere and exotic decor 👌🏻
     
"
534,Olivia C,ChdDSUhNMG9nS0VJQ0FnSUM0aE9iVG1nRRAB,https://www.google.com/maps/contrib/100366332659791571530/reviews?hl=en-US,5,       3 years ago      ,"        Bouffe délicieuse et super ambiance! (Translated by Google)
Delicious food and great atmosphere!
     
"
535,Paulo Heaven,ChZDSUhNMG9nS0VJQ0FnSURrbVBLOEhREAE,https://www.google.com/maps/contrib/116010848925432523265/reviews?hl=en-US,5,       3 years ago      ,"        Piquant mais très original et excellent. À tester ! (Translated by Google)
Spicy but very original and excellent. To test !
     
"
536,Michel Martel,ChZDSUhNMG9nS0VJQ0FnSUNROE1qM2N3EAE,https://www.google.com/maps/contrib/103749081258959117133/reviews?hl=en-US,4,       5 years ago      ,"        Bon petit resto de quartier avec des propriétaires très impliqués et avenants (Translated by Google)
Good little neighborhood restaurant with very involved and friendly owners
     
"
537,Vincent Desjardins,ChZDSUhNMG9nS0VJQ0FnSURBOC1hck1BEAE,https://www.google.com/maps/contrib/116807325909070925920/reviews?hl=en-US,5,       4 years ago      ,"        Des repas rapides originaux, exotiques et goûteux! Miam miam! (Translated by Google)
Original, exotic and tasty quick meals! Yum yum!
     
"
538,Anne Cyr,ChdDSUhNMG9nS0VJQ0FnSUNVNVpxOGxnRRAB,https://www.google.com/maps/contrib/113141351605167803967/reviews?hl=en-US,3,       3 years ago      ,"        Très bon service rapide. J'y retournerais (Translated by Google)
Very good fast service. I would go back
     
"
539,Adrien Moulinas,ChdDSUhNMG9nS0VJQ0FnSUMyXzRtSnhBRRAB,https://www.google.com/maps/contrib/116233902712341758290/reviews?hl=en-US,5,       7 months ago      ,"        Miam (Translated by Google)
Yum
     
"
540,marie-chantal Bourgeois,ChZDSUhNMG9nS0VJQ0FnSURtMDZuV093EAE,https://www.google.com/maps/contrib/109175444869436642037/reviews?hl=en-US,5,       10 months ago      ,"        Un party pour les papilles :) (Translated by Google)
A party for the taste buds :)
     
"
541,Renaud Payant-Hébert,ChZDSUhNMG9nS0VJQ0FnSUNBNnIyU0VBEAE,https://www.google.com/maps/contrib/100491295284786043725/reviews?hl=en-US,4,       9 years ago      ,"        Super bon ! Excellente Tonki au boeuf ! (Translated by Google)
Super good ! Excellent Tonki with beef!
     
"
542,Jean-Pierre Lafond,ChdDSUhNMG9nS0VJQ0FnSURveU9mb3pnRRAB,https://www.google.com/maps/contrib/115460078719455301667/reviews?hl=en-US,5,       3 years ago      ,"        Pho y aller :) trop bon ! (Translated by Google)
Pho go there :) too good!
     
"
543,Luc Dumontet,ChZDSUhNMG9nS0VJQ0FnSURZbmYyQ05REAE,https://www.google.com/maps/contrib/104082307068490150132/reviews?hl=en-US,5,       3 years ago      ,"        Vous allez vivre une expérience WOW!!!! Tout simplement parfait...BRAVO!!! (Translated by Google)
You will live a WOW experience!!!! Simply perfect...BRAVO!!!
     
"
544,marie-noelle fortin,ChZDSUhNMG9nS0VJQ0FnSUNZOF9HM1VBEAE,https://www.google.com/maps/contrib/116686359994386708905/reviews?hl=en-US,5,       3 years ago      ,"        Un menu original !
Une belle équipe (Translated by Google)
An original menu!
A great team
     
"
545,Marie-Pier O,ChdDSUhNMG9nS0VJQ0FnSURRa3BlYXFnRRAB,https://www.google.com/maps/contrib/116606605645342905773/reviews?hl=en-US,5,       4 years ago      ,"        Wow super place, service et nourriture A1 (Translated by Google)
Wow great place, A1 service and food
     
"
546,Amelia Domenchini,ChdDSUhNMG9nS0VJQ0FnSUNBN1lfVHFBRRAB,https://www.google.com/maps/contrib/116120338529523154757/reviews?hl=en-US,5,       4 years ago      ,"        Tout était bon !  On a hâte d'y retourner !!! (Translated by Google)
Everything was good! We can not wait to go back !!!
     
"
547,Geneviève Landry,ChdDSUhNMG9nS0VJQ0FnSURzdnFqSzdBRRAB,https://www.google.com/maps/contrib/105691003353480761247/reviews?hl=en-US,5,       2 years ago      ,"        La soupe tonkinoise était delicieuse! (Translated by Google)
Tonkinese soup was delicious!
     
"
548,Élizabeth Taillon,ChZDSUhNMG9nS0VJQ0FnSURndVB6OVZREAE,https://www.google.com/maps/contrib/105813836784217516002/reviews?hl=en-US,4,       8 years ago      ,"        jai vraiment apprécié la soupe tonkinoise!! (Translated by Google)
I really enjoyed the tonkinese soup!!
     
"
549,Alex Gironde,ChZDSUhNMG9nS0VJQ0FnSUNnOFpMak5REAE,https://www.google.com/maps/contrib/117329697160693488927/reviews?hl=en-US,3,       5 years ago      ,"        J'ai goûté la formule lunch. Très banale. (Translated by Google)
I tried the lunch formula. Very banal.
     
"
550,Philippe Francoeur,ChdDSUhNMG9nS0VJQ0FnSURTazctendRRRAB,https://www.google.com/maps/contrib/112930912851453422220/reviews?hl=en-US,5,       a year ago      ,"        Juste wow (Translated by Google)
Just wow
     
"
551,Simon Therien,ChZDSUhNMG9nS0VJQ0FnSUQyNzdxVUhBEAE,https://www.google.com/maps/contrib/116145570328868713512/reviews?hl=en-US,5,       6 months ago      ,"  
"
552,yann nolan,ChZDSUhNMG9nS0VJQ0FnSUNxelpDWk53EAE,https://www.google.com/maps/contrib/100147627147491728257/reviews?hl=en-US,5,       a year ago      ,"        Très bon service et bonne bouf! (Translated by Google)
Very good service and good boo!
     
"
553,Jean-Francois Pilgrim,ChZDSUhNMG9nS0VJQ0FnSUN3bF9iRVZnEAE,https://www.google.com/maps/contrib/104158564036862111546/reviews?hl=en-US,5,       4 years ago      ,"        Bonne soupe Tonkinoise et très gentil staff (Translated by Google)
Good Tonkinoise soup and very nice staff
     
"
554,marion vivien,ChZDSUhNMG9nS0VJQ0FnSUQyeUl2b1pREAE,https://www.google.com/maps/contrib/117433324457423949934/reviews?hl=en-US,5,       7 months ago      ,"        Tres bon!! (Translated by Google)
Very good!!
     
"
555,Maël Davan-Soulas,ChdDSUhNMG9nS0VJQ0FnSURNOE9UWGxBRRAB,https://www.google.com/maps/contrib/113073324983437177618/reviews?hl=en-US,5,       3 years ago      ,"        La place du moment. Dans mon top 5 à Montréal (Translated by Google)
The place of the moment. In my top 5 in Montreal
     
"
556,Roberto Martin,ChdDSUhNMG9nS0VJQ0FnSUNNNF8tdzZRRRAB,https://www.google.com/maps/contrib/113788353115110647671/reviews?hl=en-US,5,       3 years ago      ,"        (Translated by Google) Delicious food with wine! HUUUMMM! (Original)
Comida gostosa com vinho! HUUUMMM!
     
"
557,Stephane Beaudet,ChdDSUhNMG9nS0VJQ0FnSUMwb3NUY3ZBRRAB,https://www.google.com/maps/contrib/110778864044405345285/reviews?hl=en-US,5,       3 years ago      ,"        Le service le plus sympathique à Montréal (Translated by Google)
The friendliest service in Montreal
     
"
558,Guillaume Catineau,ChdDSUhNMG9nS0VJQ0FnSUQwOHFfQWhnRRAB,https://www.google.com/maps/contrib/109499333430940529081/reviews?hl=en-US,5,       3 years ago      ,"        (Translated by Google) great pho (Original)
great phở
     
"
559,Ivan Jijon,ChZDSUhNMG9nS0VJQ0FnSUNVNUtteUtnEAE,https://www.google.com/maps/contrib/107631076199566335252/reviews?hl=en-US,5,       3 years ago      ,"        Le burger est délicieux ! (Translated by Google)
The burger is delicious!
     
"
560,Vincent Coupal,ChdDSUhNMG9nS0VJQ0FnSUNLaU1MOTVRRRAB,https://www.google.com/maps/contrib/109777610059638852361/reviews?hl=en-US,5,       a year ago      ,"        Y'a pas mieux en ville (Translated by Google)
There is no better in town
     
"
561,Anj Art,ChdDSUhNMG9nS0VJQ0FnSURBOU1UWl9BRRAB,https://www.google.com/maps/contrib/110467253435240482120/reviews?hl=en-US,5,       4 years ago      ,"        Service, manger et ambiance 12/10 !!!! (Translated by Google)
Service, food and atmosphere 12/10 !!!!
     
"
562,Laura Horta-Adam,ChdDSUhNMG9nS0VJQ0FnSUNJdnAzZmx3RRAB,https://www.google.com/maps/contrib/109615578706065690634/reviews?hl=en-US,5,       4 years ago      ,"        Super bon (Translated by Google)
Super good
     
"
563,Roxane Lavertue,ChdDSUhNMG9nS0VJQ0FnSUNBM2R2MXVnRRAB,https://www.google.com/maps/contrib/100334335695978141762/reviews?hl=en-US,5,       4 years ago      ,"        Meilleure soupe tonkinoise et grillades !!! (Translated by Google)
Best tonkinese soup and grill!!!
     
"
564,Marc-Antoine Senécal,ChdDSUhNMG9nS0VJQ0FnSUN3b2NPdnJ3RRAB,https://www.google.com/maps/contrib/106369241794286559248/reviews?hl=en-US,5,       4 years ago      ,"        Ma deuxième maison dans Villeray! (Translated by Google)
My second home in Villeray!
     
"
565,Gérard Guillemette,ChZDSUhNMG9nS0VJQ0FnSUNvc0tDOEd3EAE,https://www.google.com/maps/contrib/114496215642202894698/reviews?hl=en-US,5,       3 years ago      ,"        Nourriture et service... Excellent (Translated by Google)
Food and service...Excellent
     
"
566,Académie Périnatale,ChZDSUhNMG9nS0VJQ0FnSURZLTlUWVJ3EAE,https://www.google.com/maps/contrib/113427913118030347409/reviews?hl=en-US,5,       3 years ago      ,"        C'est très bon (Translated by Google)
It's very good
     
"
567,Marc-André Viau,ChZDSUhNMG9nS0VJQ0FnSURVNS1pS0R3EAE,https://www.google.com/maps/contrib/116046865848322402191/reviews?hl=en-US,5,       3 years ago      ,"        Miam. (Translated by Google)
Yum.
     
"
568,Joannie Bélanger,ChZDSUhNMG9nS0VJQ0FnSUNjaF9uWUZnEAE,https://www.google.com/maps/contrib/112520427112118903031/reviews?hl=en-US,5,       2 years ago      ,"  
"
569,aaa aaa (a),ChZDSUhNMG9nS0VJQ0FnSUQ2bU1TbkJnEAE,https://www.google.com/maps/contrib/110325637891052235770/reviews?hl=en-US,5,       a year ago      ,"        Vraiment bon (Translated by Google)
Really good
     
"
570,Alexandre Cascio,ChZDSUhNMG9nS0VJQ0FnSUNzOXFQUER3EAE,https://www.google.com/maps/contrib/107365727651191754043/reviews?hl=en-US,5,       2 years ago      ,"        C'est tellement bon!!! (Translated by Google)
It's so good!!!
     
"
571,David Parent,ChZDSUhNMG9nS0VJQ0FnSUNCcUszN1BBEAE,https://www.google.com/maps/contrib/117973409495442449342/reviews?hl=en-US,5,       4 days ago      ,"  
"
572,the top with zak,ChdDSUhNMG9nS0VJQ0FnSURxb1oyNHF3RRAB,https://www.google.com/maps/contrib/116006893364307945965/reviews?hl=en-US,5,       a year ago      ,"        Super (Translated by Google)
Great
     
"
573,Marie-Laurence Jacob,ChZDSUhNMG9nS0VJQ0FnSURteklIRVp3EAE,https://www.google.com/maps/contrib/112516414346675528207/reviews?hl=en-US,5,       11 months ago      ,"        Trop bon !!! (Translated by Google)
Too good !!!
     
"
574,Syme Happy,ChdDSUhNMG9nS0VJQ0FnSUNhMXNYZTJBRRAB,https://www.google.com/maps/contrib/106186507082049702942/reviews?hl=en-US,5,       a year ago      ,"        Un incontournable à Montréal. (Translated by Google)
A must in Montreal.
     
"
575,Genevieve Lanthier,ChZDSUhNMG9nS0VJQ0FnSUNRdl91TmNREAE,https://www.google.com/maps/contrib/112684152395502149351/reviews?hl=en-US,5,       5 years ago      ,"        Le service est très chaleureux (Translated by Google)
The service is very warm
     
"
576,Mélanie Lafleche,ChdDSUhNMG9nS0VJQ0FnSURBX2NTNmdRRRAB,https://www.google.com/maps/contrib/104726582031987982096/reviews?hl=en-US,5,       4 years ago      ,"        Une expérience gastronomique excellente (Translated by Google)
An excellent dining experience
     
"
577,Mat Malette,ChdDSUhNMG9nS0VJQ0FnSUQtMHJxN25RRRAB,https://www.google.com/maps/contrib/112260603550529253252/reviews?hl=en-US,5,       3 weeks ago      ,"  
"
578,Alexandre,ChdDSUhNMG9nS0VJQ0FnSUQtM0p5MHdnRRAB,https://www.google.com/maps/contrib/110788985245673144529/reviews?hl=en-US,5,       3 weeks ago      ,"  
"
579,Lucas Phansa,ChZDSUhNMG9nS0VJQ0FnSUNJZzdiVkFnEAE,https://www.google.com/maps/contrib/116520142866306871767/reviews?hl=en-US,5,       4 years ago      ,"        (Translated by Google) I don't need to talk (Original)
Mpa bezwen palé
     
"
580,Caroline Côté,ChdDSUhNMG9nS0VJQ0FnSUMtMTk3ZXFRRRAB,https://www.google.com/maps/contrib/117779454851821478634/reviews?hl=en-US,5,       a month ago      ,"  
"
581,Florence Deguire,ChZDSUhNMG9nS0VJQ0FnSURldl9HV1RBEAE,https://www.google.com/maps/contrib/108076668725192460455/reviews?hl=en-US,5,       a month ago      ,"  
"
582,Johanne Lamdry,ChdDSUhNMG9nS0VJQ0FnSUNnbXBMazNnRRAB,https://www.google.com/maps/contrib/110613161821019654007/reviews?hl=en-US,3,       4 years ago      ,"        De la bonne bouffe vietnamienne. (Translated by Google)
Great Vietnamese food.
     
"
583,Amine Kasdali,ChZDSUhNMG9nS0VJQ0FnSURLOXZpaUJ3EAE,https://www.google.com/maps/contrib/117129242633676415031/reviews?hl=en-US,4,       a year ago      ,"        Convivial (Translated by Google)
User-friendly
     
"
584,Damien Thorn,ChZDSUhNMG9nS0VJQ0FnSURlN2Z6emRBEAE,https://www.google.com/maps/contrib/111905574568084353042/reviews?hl=en-US,4,       2 months ago      ,"  
"
585,Laurence Dufresne,ChZDSUhNMG9nS0VJQ0FnSUNlcDZ6dmRREAE,https://www.google.com/maps/contrib/113785507458236753951/reviews?hl=en-US,5,       2 months ago      ,"  
"
586,Hamoud Habjia,ChZDSUhNMG9nS0VJQ0FnSUR1NVlTaVlnEAE,https://www.google.com/maps/contrib/112951548549405797354/reviews?hl=en-US,5,       3 months ago      ,"  
"
587,nani nan,ChZDSUhNMG9nS0VJQ0FnSUR1NEppSFVBEAE,https://www.google.com/maps/contrib/101154446007612869864/reviews?hl=en-US,5,       4 months ago      ,"  
"
588,Nicolas Landry,ChZDSUhNMG9nS0VJQ0FnSURVaUtUM2FnEAE,https://www.google.com/maps/contrib/113769106892088923664/reviews?hl=en-US,5,       3 years ago      ,"        Amazing!! Parfaite soirée (Translated by Google)
Amazing !! Perfect evening
     
"
589,Émilie Joly,ChZDSUhNMG9nS0VJQ0FnSURNcU95WVFnEAE,https://www.google.com/maps/contrib/112281791620321650029/reviews?hl=en-US,5,       3 years ago      ,"        Original et délicieux 🍜 (Translated by Google)
Original and delicious 🍜
     
"
590,Eva FAVEL,ChdDSUhNMG9nS0VJQ0FnSURHdVBmOXdBRRAB,https://www.google.com/maps/contrib/112536187522088230432/reviews?hl=en-US,5,       11 months ago      ,"        Excellent !
     
"
591,Louis-thomas Lagace,ChZDSUhNMG9nS0VJQ0FnSUNBel9TTVh3EAE,https://www.google.com/maps/contrib/107693408700701195661/reviews?hl=en-US,5,       5 years ago      ,"        Un secret bien gardé! (Translated by Google)
A well-kept secret!
     
"
592,Derek Lecours,ChZDSUhNMG9nS0VJQ0FnSURPaUlHYVZnEAE,https://www.google.com/maps/contrib/107383186396203879230/reviews?hl=en-US,5,       5 months ago      ,"  
"
593,marilew demers,ChZDSUhNMG9nS0VJQ0FnSUN5amR2N2FREAE,https://www.google.com/maps/contrib/108439323987551386994/reviews?hl=en-US,5,       a year ago      ,"        Service exceptionnel! (Translated by Google)
Exceptional service!
     
"
594,Donald Dada,ChZDSUhNMG9nS0VJQ0FnSURnLXNxblJnEAE,https://www.google.com/maps/contrib/116484591953631107623/reviews?hl=en-US,5,       4 years ago      ,"        Excellent
     
"
595,Lyna Terk,ChZDSUhNMG9nS0VJQ0FnSUNNX29fZ0RREAE,https://www.google.com/maps/contrib/108182664960116861086/reviews?hl=en-US,5,       3 years ago      ,"        Excellente saveur (Translated by Google)
Excellent flavor
     
"
596,Jazz Ma,ChdDSUhNMG9nS0VJQ0FnSUNvX3I2c3RBRRAB,https://www.google.com/maps/contrib/107816088086718996207/reviews?hl=en-US,5,       3 years ago      ,"        Hyper sympathique! (Translated by Google)
Super nice!
     
"
597,Cynthia Massé,ChdDSUhNMG9nS0VJQ0FnSURXd3ZHQzFRRRAB,https://www.google.com/maps/contrib/103132403899109237132/reviews?hl=en-US,5,       9 months ago      ,"  
"
598,Martin Charron,ChZDSUhNMG9nS0VJQ0FnSUNXNDdxVUhREAE,https://www.google.com/maps/contrib/107780112712151426316/reviews?hl=en-US,5,       9 months ago      ,"  
"
599,Robert Bolestridge,ChZDSUhNMG9nS0VJQ0FnSUNnNExTeFBREAE,https://www.google.com/maps/contrib/118142821320862420744/reviews?hl=en-US,5,       4 years ago      ,"        Excellent!
     
"
600,Catherine Hotte,ChdDSUhNMG9nS0VJQ0FnSUNNcTZqRnpnRRAB,https://www.google.com/maps/contrib/109684527239922190673/reviews?hl=en-US,5,       3 years ago      ,"        Délicieux youpi (Translated by Google)
Yummy youpi
     
"
601,Antoine Moisan,ChZDSUhNMG9nS0VJQ0FnSUNReV9lak9nEAE,https://www.google.com/maps/contrib/109003137035005715727/reviews?hl=en-US,5,       4 years ago      ,"        Super Bon!!! (Translated by Google)
Super good!!!
     
"
602,marianne chartrand,ChdDSUhNMG9nS0VJQ0FnSURJeGZIU3RnRRAB,https://www.google.com/maps/contrib/117012268504709867192/reviews?hl=en-US,5,       3 years ago      ,"        Super place (Translated by Google)
great place
     
"
603,David Beaudoin,ChdDSUhNMG9nS0VJQ0FnSUNVME1MdF93RRAB,https://www.google.com/maps/contrib/110055918606324098655/reviews?hl=en-US,4,       3 years ago      ,"  
"
